   rx:     1.06 Gbit/s 95961 p/s          tx:     2.30 Mbit/s  3971 p/s
   rx:     1.23 Gbit/s 111994 p/s          tx:     2.70 Mbit/s  4663 p/s
   rx:     1.23 Gbit/s 111560 p/s          tx:     2.69 Mbit/s  4642 p/s
   rx:     1.23 Gbit/s 111875 p/s          tx:     2.70 Mbit/s  4657 p/s
   rx:     1.23 Gbit/s 112067 p/s          tx:     2.70 Mbit/s  4665 p/s
   rx:     1.24 Gbit/s 112185 p/s          tx:     2.70 Mbit/s  4668 p/s
   rx:     1.23 Gbit/s 111822 p/s          tx:     2.70 Mbit/s  4653 p/s
   rx:     1.23 Gbit/s 112017 p/s          tx:     2.70 Mbit/s  4663 p/s
   rx:     1.23 Gbit/s 112074 p/s          tx:     2.70 Mbit/s  4662 p/s
   rx:     1.23 Gbit/s 112076 p/s          tx:     2.70 Mbit/s  4657 p/s
   rx:     1.23 Gbit/s 112230 p/s          tx:     2.70 Mbit/s  4669 p/s
   rx:     1.23 Gbit/s 112102 p/s          tx:     2.70 Mbit/s  4670 p/s
   rx:     1.23 Gbit/s 112054 p/s          tx:     2.70 Mbit/s  4665 p/s
   rx:     1.23 Gbit/s 111910 p/s          tx:     2.70 Mbit/s  4661 p/s
   rx:     1.23 Gbit/s 111998 p/s          tx:     2.70 Mbit/s  4663 p/s
   rx:     1.23 Gbit/s 112081 p/s          tx:     2.70 Mbit/s  4666 p/s
