   rx:   191.90 Mbit/s  2795 p/s          tx:      908 kbit/s  1608 p/s
   rx:   168.64 Mbit/s  2480 p/s          tx:      764 kbit/s  1344 p/s
   rx:   163.82 Mbit/s  2493 p/s          tx:      760 kbit/s  1344 p/s
   rx:   177.98 Mbit/s  2661 p/s          tx:      848 kbit/s  1502 p/s
   rx:   199.78 Mbit/s  2899 p/s          tx:      932 kbit/s  1650 p/s
   rx:   204.31 Mbit/s  3000 p/s          tx:      968 kbit/s  1712 p/s
   rx:   190.76 Mbit/s  2817 p/s          tx:      900 kbit/s  1594 p/s
   rx:   199.40 Mbit/s  2917 p/s          tx:      864 kbit/s  1518 p/s
   rx:   183.36 Mbit/s  2690 p/s          tx:      872 kbit/s  1541 p/s
   rx:   205.75 Mbit/s  2993 p/s          tx:      968 kbit/s  1711 p/s
   rx:   204.30 Mbit/s  2985 p/s          tx:      980 kbit/s  1737 p/s
   rx:   204.27 Mbit/s  2976 p/s          tx:      988 kbit/s  1755 p/s
   rx:   184.72 Mbit/s  2732 p/s          tx:      848 kbit/s  1492 p/s
   rx:   203.98 Mbit/s  2993 p/s          tx:      972 kbit/s  1720 p/s
   rx:   205.27 Mbit/s  3004 p/s          tx:      972 kbit/s  1716 p/s
   rx:   204.30 Mbit/s  2987 p/s          tx:      960 kbit/s  1698 p/s
   rx:   204.48 Mbit/s  2959 p/s          tx:      988 kbit/s  1753 p/s
   rx:   205.52 Mbit/s  2972 p/s          tx:      988 kbit/s  1748 p/s
   rx:   205.34 Mbit/s  3001 p/s          tx:      980 kbit/s  1732 p/s
   rx:   197.08 Mbit/s  2909 p/s          tx:      984 kbit/s  1743 p/s
   rx:   193.71 Mbit/s  2818 p/s          tx:      888 kbit/s  1574 p/s
   rx:   203.86 Mbit/s  2990 p/s          tx:      952 kbit/s  1682 p/s
   rx:   203.40 Mbit/s  2987 p/s          tx:      952 kbit/s  1686 p/s
   rx:   183.52 Mbit/s  2700 p/s          tx:      868 kbit/s  1534 p/s
   rx:   203.86 Mbit/s  2993 p/s          tx:      956 kbit/s  1691 p/s
   rx:   202.06 Mbit/s  2990 p/s          tx:      948 kbit/s  1674 p/s
   rx:   183.98 Mbit/s  2725 p/s          tx:      828 kbit/s  1456 p/s
   rx:   206.11 Mbit/s  3018 p/s          tx:      984 kbit/s  1739 p/s
   rx:   205.95 Mbit/s  3006 p/s          tx:      976 kbit/s  1724 p/s
   rx:   134.44 Mbit/s  1964 p/s          tx:      632 kbit/s  1118 p/s
   rx:   204.31 Mbit/s  3004 p/s          tx:      960 kbit/s  1694 p/s
   rx:   183.72 Mbit/s  2717 p/s          tx:      832 kbit/s  1466 p/s
   rx:   182.88 Mbit/s  2705 p/s          tx:      852 kbit/s  1502 p/s
   rx:   186.24 Mbit/s  2766 p/s          tx:      912 kbit/s  1617 p/s
   rx:   201.08 Mbit/s  2940 p/s          tx:      936 kbit/s  1651 p/s
   rx:   205.14 Mbit/s  2998 p/s          tx:      988 kbit/s  1749 p/s
   rx:   205.33 Mbit/s  2988 p/s          tx:      968 kbit/s  1712 p/s
   rx:   205.20 Mbit/s  2994 p/s          tx:      980 kbit/s  1734 p/s
   rx:   184.86 Mbit/s  2698 p/s          tx:      876 kbit/s  1549 p/s
   rx:   184.40 Mbit/s  2645 p/s          tx:      888 kbit/s  1575 p/s
   rx:   204.28 Mbit/s  2935 p/s          tx:      988 kbit/s  1752 p/s
   rx:   204.55 Mbit/s  2955 p/s          tx:      968 kbit/s  1713 p/s
   rx:   204.89 Mbit/s  3014 p/s          tx:      956 kbit/s  1691 p/s
   rx:   205.30 Mbit/s  3078 p/s          tx:      984 kbit/s  1739 p/s
   rx:   205.22 Mbit/s  3049 p/s          tx:      988 kbit/s  1749 p/s
   rx:   206.50 Mbit/s  3036 p/s          tx:      964 kbit/s  1707 p/s
   rx:   205.66 Mbit/s  3004 p/s          tx:      976 kbit/s  1725 p/s
   rx:   181.31 Mbit/s  2637 p/s          tx:      860 kbit/s  1523 p/s
   rx:   184.88 Mbit/s  2728 p/s          tx:      868 kbit/s  1534 p/s
   rx:   180.35 Mbit/s  2647 p/s          tx:      788 kbit/s  1379 p/s
   rx:   157.48 Mbit/s  2290 p/s          tx:      728 kbit/s  1283 p/s
   rx:   204.56 Mbit/s  2978 p/s          tx:      944 kbit/s  1665 p/s
   rx:   191.14 Mbit/s  2816 p/s          tx:      952 kbit/s  1690 p/s
   rx:   195.78 Mbit/s  2861 p/s          tx:      904 kbit/s  1602 p/s
   rx:   203.84 Mbit/s  2958 p/s          tx:      960 kbit/s  1698 p/s
   rx:   203.84 Mbit/s  2959 p/s          tx:      964 kbit/s  1703 p/s
   rx:   177.64 Mbit/s  2613 p/s          tx:      864 kbit/s  1528 p/s
   rx:   157.29 Mbit/s  2294 p/s          tx:      700 kbit/s  1238 p/s
   rx:   198.42 Mbit/s  2884 p/s          tx:      948 kbit/s  1679 p/s
   rx:   205.07 Mbit/s  2981 p/s          tx:      992 kbit/s  1758 p/s
   rx:   205.79 Mbit/s  3006 p/s          tx:      980 kbit/s  1737 p/s
   rx:   180.18 Mbit/s  2622 p/s          tx:      828 kbit/s  1461 p/s
   rx:   179.14 Mbit/s  2582 p/s          tx:      840 kbit/s  1482 p/s
   rx:   181.96 Mbit/s  2651 p/s          tx:      836 kbit/s  1471 p/s
   rx:   205.66 Mbit/s  3011 p/s          tx:      960 kbit/s  1700 p/s
   rx:   184.10 Mbit/s  2712 p/s          tx:      876 kbit/s  1551 p/s
   rx:   205.66 Mbit/s  2999 p/s          tx:      980 kbit/s  1733 p/s
   rx:   206.76 Mbit/s  3025 p/s          tx:      980 kbit/s  1739 p/s
   rx:   204.17 Mbit/s  2985 p/s          tx:      960 kbit/s  1699 p/s
   rx:   182.48 Mbit/s  2679 p/s          tx:      872 kbit/s  1541 p/s
   rx:   204.94 Mbit/s  2984 p/s          tx:      972 kbit/s  1719 p/s
   rx:   207.05 Mbit/s  3031 p/s          tx:     1.00 Mbit/s  1769 p/s
   rx:   205.48 Mbit/s  2982 p/s          tx:      972 kbit/s  1720 p/s
   rx:   203.91 Mbit/s  2971 p/s          tx:      972 kbit/s  1717 p/s
   rx:   204.31 Mbit/s  3000 p/s          tx:      968 kbit/s  1710 p/s
   rx:   204.30 Mbit/s  2979 p/s          tx:      980 kbit/s  1738 p/s
   rx:   205.85 Mbit/s  3010 p/s          tx:      996 kbit/s  1764 p/s
   rx:   182.91 Mbit/s  2695 p/s          tx:      864 kbit/s  1525 p/s
   rx:   182.38 Mbit/s  2681 p/s          tx:      856 kbit/s  1515 p/s
   rx:   205.46 Mbit/s  2979 p/s          tx:      980 kbit/s  1738 p/s
   rx:   182.55 Mbit/s  2689 p/s          tx:      844 kbit/s  1489 p/s
   rx:   204.66 Mbit/s  2996 p/s          tx:      972 kbit/s  1722 p/s
   rx:   205.67 Mbit/s  2960 p/s          tx:      984 kbit/s  1742 p/s
   rx:   190.16 Mbit/s  2775 p/s          tx:      912 kbit/s  1611 p/s
   rx:   184.15 Mbit/s  2672 p/s          tx:      896 kbit/s  1588 p/s
   rx:   195.26 Mbit/s  2847 p/s          tx:      900 kbit/s  1586 p/s
   rx:   204.60 Mbit/s  2995 p/s          tx:      976 kbit/s  1726 p/s
   rx:   184.83 Mbit/s  2695 p/s          tx:      876 kbit/s  1546 p/s
   rx:   183.70 Mbit/s  2681 p/s          tx:      860 kbit/s  1517 p/s
   rx:   183.45 Mbit/s  2685 p/s          tx:      880 kbit/s  1555 p/s
   rx:   205.25 Mbit/s  3013 p/s          tx:      960 kbit/s  1696 p/s
   rx:   204.98 Mbit/s  3003 p/s          tx:      880 kbit/s  1544 p/s
   rx:   190.48 Mbit/s  2783 p/s          tx:      920 kbit/s  1629 p/s
   rx:   197.82 Mbit/s  2902 p/s          tx:      912 kbit/s  1615 p/s
   rx:   182.22 Mbit/s  2674 p/s          tx:      860 kbit/s  1519 p/s
   rx:   207.24 Mbit/s  3027 p/s          tx:     1.00 Mbit/s  1778 p/s
   rx:   204.69 Mbit/s  2998 p/s          tx:      992 kbit/s  1759 p/s
   rx:   203.84 Mbit/s  2963 p/s          tx:      980 kbit/s  1735 p/s
   rx:   182.61 Mbit/s  2681 p/s          tx:      856 kbit/s  1512 p/s
   rx:   183.51 Mbit/s  2686 p/s          tx:      848 kbit/s  1499 p/s
   rx:   158.22 Mbit/s  2347 p/s          tx:      728 kbit/s  1282 p/s
   rx:   203.90 Mbit/s  2937 p/s          tx:      964 kbit/s  1709 p/s
   rx:   204.52 Mbit/s  2962 p/s          tx:      972 kbit/s  1717 p/s
   rx:   162.15 Mbit/s  2395 p/s          tx:      780 kbit/s  1381 p/s
   rx:   188.77 Mbit/s  2758 p/s          tx:      860 kbit/s  1522 p/s
   rx:   205.97 Mbit/s  2984 p/s          tx:      992 kbit/s  1756 p/s
   rx:   205.79 Mbit/s  3005 p/s          tx:      980 kbit/s  1733 p/s
   rx:   204.30 Mbit/s  2967 p/s          tx:      964 kbit/s  1707 p/s
   rx:   204.30 Mbit/s  2986 p/s          tx:      980 kbit/s  1738 p/s
   rx:   184.52 Mbit/s  2718 p/s          tx:      876 kbit/s  1547 p/s
