   rx:     3.62 Gbit/s 55177 p/s          tx:      436 kbit/s   854 p/s
   rx:     6.66 Gbit/s 101595 p/s          tx:      812 kbit/s  1644 p/s
   rx:     6.59 Gbit/s 100490 p/s          tx:      796 kbit/s  1611 p/s
   rx:     6.33 Gbit/s 96525 p/s          tx:      764 kbit/s  1548 p/s
   rx:     6.06 Gbit/s 92392 p/s          tx:      740 kbit/s  1500 p/s
   rx:     6.32 Gbit/s 96468 p/s          tx:      748 kbit/s  1521 p/s
   rx:     6.24 Gbit/s 95226 p/s          tx:      756 kbit/s  1531 p/s
   rx:     6.64 Gbit/s 101273 p/s          tx:      800 kbit/s  1623 p/s
   rx:     6.44 Gbit/s 98247 p/s          tx:      788 kbit/s  1601 p/s
   rx:     6.50 Gbit/s 99169 p/s          tx:      776 kbit/s  1572 p/s
   rx:     6.32 Gbit/s 96473 p/s          tx:      784 kbit/s  1588 p/s
   rx:     6.06 Gbit/s 92448 p/s          tx:      728 kbit/s  1476 p/s
   rx:     6.06 Gbit/s 92445 p/s          tx:      712 kbit/s  1447 p/s
   rx:     6.32 Gbit/s 96473 p/s          tx:      784 kbit/s  1587 p/s
   rx:     6.59 Gbit/s 100488 p/s          tx:      780 kbit/s  1585 p/s
   rx:     6.34 Gbit/s 96685 p/s          tx:      768 kbit/s  1562 p/s
   rx:     6.63 Gbit/s 101113 p/s          tx:      804 kbit/s  1628 p/s
   rx:     6.31 Gbit/s 96303 p/s          tx:      764 kbit/s  1554 p/s
   rx:     6.45 Gbit/s 98487 p/s          tx:      772 kbit/s  1561 p/s
   rx:     6.41 Gbit/s 98026 p/s          tx:      780 kbit/s  1584 p/s
   rx:     6.32 Gbit/s 96675 p/s          tx:      756 kbit/s  1533 p/s
   rx:     6.39 Gbit/s 97499 p/s          tx:      784 kbit/s  1592 p/s
   rx:     6.26 Gbit/s 95501 p/s          tx:      752 kbit/s  1524 p/s
   rx:     6.50 Gbit/s 99161 p/s          tx:      776 kbit/s  1572 p/s
   rx:     6.72 Gbit/s 102472 p/s          tx:      820 kbit/s  1667 p/s
   rx:     6.68 Gbit/s 101943 p/s          tx:      800 kbit/s  1623 p/s
   rx:     6.57 Gbit/s 100147 p/s          tx:      796 kbit/s  1617 p/s
   rx:     6.49 Gbit/s 98957 p/s          tx:      792 kbit/s  1609 p/s
   rx:     6.83 Gbit/s 104204 p/s          tx:      804 kbit/s  1633 p/s
   rx:     6.62 Gbit/s 101008 p/s          tx:      808 kbit/s  1642 p/s
   rx:     6.42 Gbit/s 97881 p/s          tx:      772 kbit/s  1565 p/s
   rx:     6.73 Gbit/s 102647 p/s          tx:      804 kbit/s  1634 p/s
   rx:     6.06 Gbit/s 92451 p/s          tx:      732 kbit/s  1482 p/s
   rx:     6.30 Gbit/s 96020 p/s          tx:      760 kbit/s  1540 p/s
   rx:     6.35 Gbit/s 96921 p/s          tx:      780 kbit/s  1580 p/s
   rx:     6.32 Gbit/s 96472 p/s          tx:      760 kbit/s  1542 p/s
   rx:     6.32 Gbit/s 96442 p/s          tx:      756 kbit/s  1535 p/s
   rx:     6.57 Gbit/s 100210 p/s          tx:      800 kbit/s  1627 p/s
   rx:     6.56 Gbit/s 100064 p/s          tx:      788 kbit/s  1600 p/s
   rx:     6.37 Gbit/s 97205 p/s          tx:      784 kbit/s  1587 p/s
   rx:     6.20 Gbit/s 94494 p/s          tx:      744 kbit/s  1506 p/s
   rx:     6.58 Gbit/s 100358 p/s          tx:      796 kbit/s  1614 p/s
   rx:     6.73 Gbit/s 102600 p/s          tx:      816 kbit/s  1660 p/s
   rx:     6.34 Gbit/s 96714 p/s          tx:      764 kbit/s  1552 p/s
   rx:     6.61 Gbit/s 100877 p/s          tx:      804 kbit/s  1630 p/s
   rx:     6.55 Gbit/s 99853 p/s          tx:      796 kbit/s  1613 p/s
   rx:     6.59 Gbit/s 100478 p/s          tx:      772 kbit/s  1569 p/s
   rx:     6.32 Gbit/s 96345 p/s          tx:      764 kbit/s  1551 p/s
   rx:     6.32 Gbit/s 96345 p/s          tx:      756 kbit/s  1533 p/s
   rx:     6.34 Gbit/s 96728 p/s          tx:      784 kbit/s  1591 p/s
   rx:     6.40 Gbit/s 97661 p/s          tx:      768 kbit/s  1560 p/s
   rx:     6.51 Gbit/s 99298 p/s          tx:      784 kbit/s  1590 p/s
   rx:     6.56 Gbit/s 99984 p/s          tx:      784 kbit/s  1589 p/s
   rx:     6.69 Gbit/s 102035 p/s          tx:      816 kbit/s  1656 p/s
   rx:     6.74 Gbit/s 102794 p/s          tx:      804 kbit/s  1629 p/s
   rx:     6.37 Gbit/s 97144 p/s          tx:      784 kbit/s  1595 p/s
   rx:     6.52 Gbit/s 99403 p/s          tx:      776 kbit/s  1575 p/s
   rx:     6.71 Gbit/s 102406 p/s          tx:      820 kbit/s  1666 p/s
   rx:     6.38 Gbit/s 97351 p/s          tx:      768 kbit/s  1562 p/s
   rx:     6.66 Gbit/s 101564 p/s          tx:      792 kbit/s  1611 p/s
   rx:     6.67 Gbit/s 101718 p/s          tx:      816 kbit/s  1658 p/s
   rx:     6.63 Gbit/s 101084 p/s          tx:      804 kbit/s  1635 p/s
   rx:     6.64 Gbit/s 101228 p/s          tx:      792 kbit/s  1609 p/s
   rx:     6.72 Gbit/s 102547 p/s          tx:      804 kbit/s  1630 p/s
   rx:     6.17 Gbit/s 94112 p/s          tx:      760 kbit/s  1543 p/s
   rx:     6.62 Gbit/s 100980 p/s          tx:      796 kbit/s  1617 p/s
   rx:     6.75 Gbit/s 102978 p/s          tx:      816 kbit/s  1654 p/s
   rx:     6.48 Gbit/s 98850 p/s          tx:      776 kbit/s  1576 p/s
   rx:     6.43 Gbit/s 98112 p/s          tx:      784 kbit/s  1589 p/s
   rx:     5.86 Gbit/s 89393 p/s          tx:      716 kbit/s  1450 p/s
   rx:     6.43 Gbit/s 98000 p/s          tx:      764 kbit/s  1550 p/s
   rx:     6.47 Gbit/s 98629 p/s          tx:      784 kbit/s  1592 p/s
   rx:     6.63 Gbit/s 101080 p/s          tx:      804 kbit/s  1631 p/s
   rx:     6.55 Gbit/s 99960 p/s          tx:      792 kbit/s  1606 p/s
   rx:     6.59 Gbit/s 100490 p/s          tx:      796 kbit/s  1614 p/s
   rx:     6.55 Gbit/s 99943 p/s          tx:      800 kbit/s  1623 p/s
   rx:     6.58 Gbit/s 100339 p/s          tx:      788 kbit/s  1596 p/s
   rx:     6.59 Gbit/s 100487 p/s          tx:      792 kbit/s  1609 p/s
   rx:     6.47 Gbit/s 98622 p/s          tx:      780 kbit/s  1580 p/s
   rx:     6.71 Gbit/s 102356 p/s          tx:      812 kbit/s  1646 p/s
   rx:     6.47 Gbit/s 98668 p/s          tx:      784 kbit/s  1588 p/s
   rx:     6.59 Gbit/s 100451 p/s          tx:      796 kbit/s  1611 p/s
   rx:     6.77 Gbit/s 103296 p/s          tx:      828 kbit/s  1679 p/s
   rx:     6.53 Gbit/s 99546 p/s          tx:      776 kbit/s  1571 p/s
   rx:     6.59 Gbit/s 100489 p/s          tx:      804 kbit/s  1631 p/s
   rx:     6.59 Gbit/s 100488 p/s          tx:      800 kbit/s  1627 p/s
   rx:     6.76 Gbit/s 103098 p/s          tx:      800 kbit/s  1625 p/s
   rx:     6.57 Gbit/s 100254 p/s          tx:      800 kbit/s  1619 p/s
   rx:     6.43 Gbit/s 98115 p/s          tx:      776 kbit/s  1571 p/s
   rx:     5.95 Gbit/s 90747 p/s          tx:      724 kbit/s  1466 p/s
   rx:     6.44 Gbit/s 98170 p/s          tx:      780 kbit/s  1586 p/s
   rx:     6.70 Gbit/s 102215 p/s          tx:      808 kbit/s  1638 p/s
   rx:     6.74 Gbit/s 102782 p/s          tx:      816 kbit/s  1655 p/s
   rx:     6.60 Gbit/s 100606 p/s          tx:      800 kbit/s  1620 p/s
   rx:     6.59 Gbit/s 100532 p/s          tx:      800 kbit/s  1620 p/s
   rx:     6.54 Gbit/s 99815 p/s          tx:      772 kbit/s  1565 p/s
   rx:     6.58 Gbit/s 100401 p/s          tx:      796 kbit/s  1612 p/s
   rx:     6.63 Gbit/s 101090 p/s          tx:      800 kbit/s  1624 p/s
   rx:     6.63 Gbit/s 101061 p/s          tx:      816 kbit/s  1655 p/s
   rx:     6.73 Gbit/s 102612 p/s          tx:      800 kbit/s  1619 p/s
   rx:     6.30 Gbit/s 96099 p/s          tx:      780 kbit/s  1577 p/s
   rx:     6.67 Gbit/s 101670 p/s          tx:      804 kbit/s  1629 p/s
   rx:     6.57 Gbit/s 100228 p/s          tx:      792 kbit/s  1607 p/s
   rx:     6.64 Gbit/s 101285 p/s          tx:      804 kbit/s  1632 p/s
   rx:     6.59 Gbit/s 100490 p/s          tx:      792 kbit/s  1609 p/s
   rx:     6.59 Gbit/s 100490 p/s          tx:      800 kbit/s  1625 p/s
   rx:     6.61 Gbit/s 100779 p/s          tx:      812 kbit/s  1644 p/s
   rx:     6.31 Gbit/s 96181 p/s          tx:      744 kbit/s  1508 p/s
   rx:     6.20 Gbit/s 94567 p/s          tx:      752 kbit/s  1530 p/s
   rx:     5.92 Gbit/s 90332 p/s          tx:      712 kbit/s  1447 p/s
   rx:     5.99 Gbit/s 91316 p/s          tx:      724 kbit/s  1465 p/s
   rx:     6.24 Gbit/s 95161 p/s          tx:      764 kbit/s  1550 p/s
   rx:     5.96 Gbit/s 90890 p/s          tx:      724 kbit/s  1462 p/s
   rx:     6.28 Gbit/s 95831 p/s          tx:      756 kbit/s  1528 p/s
   rx:     6.37 Gbit/s 97121 p/s          tx:      780 kbit/s  1577 p/s
   rx:     5.93 Gbit/s 90425 p/s          tx:      748 kbit/s  1512 p/s
   rx:     6.11 Gbit/s 93273 p/s          tx:      736 kbit/s  1495 p/s
   rx:     6.59 Gbit/s 100585 p/s          tx:      796 kbit/s  1613 p/s
   rx:     6.62 Gbit/s 100955 p/s          tx:      800 kbit/s  1622 p/s
   rx:     6.63 Gbit/s 101115 p/s          tx:      800 kbit/s  1623 p/s
   rx:     6.59 Gbit/s 100528 p/s          tx:      804 kbit/s  1634 p/s
   rx:     6.66 Gbit/s 101688 p/s          tx:      808 kbit/s  1638 p/s
   rx:     6.67 Gbit/s 102058 p/s          tx:      796 kbit/s  1614 p/s
   rx:     6.42 Gbit/s 98041 p/s          tx:      776 kbit/s  1573 p/s
   rx:     6.54 Gbit/s 99822 p/s          tx:      788 kbit/s  1602 p/s
   rx:     6.64 Gbit/s 101338 p/s          tx:      808 kbit/s  1639 p/s
   rx:     6.59 Gbit/s 100491 p/s          tx:      792 kbit/s  1609 p/s
   rx:     6.62 Gbit/s 100954 p/s          tx:      808 kbit/s  1636 p/s
   rx:     6.35 Gbit/s 96842 p/s          tx:      772 kbit/s  1564 p/s
   rx:     6.44 Gbit/s 98261 p/s          tx:      764 kbit/s  1549 p/s
   rx:     6.42 Gbit/s 97856 p/s          tx:      784 kbit/s  1594 p/s
   rx:     6.59 Gbit/s 100513 p/s          tx:      796 kbit/s  1615 p/s
   rx:     6.71 Gbit/s 102372 p/s          tx:      804 kbit/s  1628 p/s
   rx:     6.51 Gbit/s 99277 p/s          tx:      792 kbit/s  1603 p/s
   rx:     6.29 Gbit/s 95887 p/s          tx:      760 kbit/s  1543 p/s
   rx:     6.55 Gbit/s 99981 p/s          tx:      784 kbit/s  1580 p/s
   rx:     6.62 Gbit/s 100999 p/s          tx:      808 kbit/s  1641 p/s
   rx:     6.59 Gbit/s 100491 p/s          tx:      800 kbit/s  1623 p/s
   rx:     6.59 Gbit/s 100485 p/s          tx:      784 kbit/s  1592 p/s
   rx:     6.59 Gbit/s 100493 p/s          tx:      808 kbit/s  1641 p/s
   rx:     6.66 Gbit/s 101598 p/s          tx:      804 kbit/s  1631 p/s
   rx:     6.68 Gbit/s 101989 p/s          tx:      796 kbit/s  1613 p/s
   rx:     6.46 Gbit/s 98617 p/s          tx:      796 kbit/s  1613 p/s
   rx:     6.51 Gbit/s 99360 p/s          tx:      768 kbit/s  1558 p/s
   rx:     5.76 Gbit/s 87881 p/s          tx:      696 kbit/s  1415 p/s
   rx:     6.65 Gbit/s 101563 p/s          tx:      804 kbit/s  1628 p/s
   rx:     6.34 Gbit/s 96802 p/s          tx:      784 kbit/s  1589 p/s
